Clause,PreprocessedText
" For all the unpublished works, the creators of the intellectual property/Founders shall own all such intellectual property rights of their work(s).",unpublished work creator intellectual propertyfounders shall intellectual property right work
 The Company shall take express permission from the Founder(s) in writing for any use of such intellectual property at any given time.,company shall take express permission founder writing use intellectual property given time
"   GOVERNING LAW, JURISDICTION AND DISPUTE RESOLUTION:  All disputes between Founders inter se and between a Founder and other Parties shall be attempted to be resolved amicably at first.",governing law jurisdiction dispute resolution dispute founder inter se founder party shall attempted resolved amicably first
"   Disputes that are not able to be resolved amicably shall be referred to arbitration under the provisions of Arbitration and Reconciliation Act,  (and any amendments thereto from time to time) in Mumbai with the consent of all the Parties in writing.",dispute able resolved amicably shall referred arbitration provision arbitration reconciliation act amendment thereto time time mumbai consent party writing
  Arbitration proceedings shall be conducted in English language; an arbitrator shall be appointed by the respective Parties to the dispute.,arbitration proceeding shall conducted english language arbitrator shall appointed respective party dispute
" If parties are not able to appoint a single arbitrator, they may appoint a panel of  (three) arbitrators, one from the side of each party and both these appointed arbitrators shall appoint a third arbitrator.",party able appoint single arbitrator may appoint panel three arbitrator one side party appointed arbitrator shall appoint third arbitrator
  This Agreement shall be governed in accordance with the laws of India and courts of Mumbai shall hold exclusive jurisdiction over all issues pertaining to the terms of this Agreement.,agreement shall governed accordance law india court mumbai shall hold exclusive jurisdiction issue pertaining term agreement
"  TERMINATION:  If the Parties determine by unanimous consent to wind up the affairs of the business, this Agreement shall be terminated thereby terminating the relationship between the Parties hereto.",termination party determine unanimous consent wind affair business agreement shall terminated thereby terminating relationship party hereto
"  IN WITNESS WHEREOF, the Parties have entered into this Agreement the day and year first above written.",witness whereof party entered agreement day year first written
        SCHEDULE I  KEY RESPONSIBILTY AREAS OF THE FOUNDERS  FOUNDER : Creative Leadership Brand and Creative Consulting Practice Management Talent Grooming Culture  FOUNDER : Business and Account Management Client Management  Brand and Media Consulting Billing and Collections Operations Culture FOUNDER : Strategyic Planning Brand and media consulting Grooming Talent Practice Management Culture    SCHEDULE II  SHAREHOLDING PATTERN OF THE COMPANY AS ON THE EFFECTIVE DATE   As on the Effective Date the Authorized Capital of the Company is [.,schedule key responsibilty area founder founder creative leadership brand creative consulting practice management talent grooming culture founder business account management client management brand medium consulting billing collection operation culture founder strategyic planning brand medium consulting grooming talent practice management culture schedule ii shareholding pattern company effective date effective date authorized capital company
] and the issued and paid up capital of the Company is [.,issued paid capital company
].,
"Date: Name of the Employee: OFFER LETTER/ AGREEMENT Dear Employee, Aatm Nirbhar Learning (OPC) Pvt Ltd (“the Company”) is pleased to offer you employment as the on the following terms:  Date of Joining: You’re required to join the Company latest by.",date name employee offer letter agreement dear employee aatm nirbhar learning opc pvt ltd company pleased offer employment following term date joining youre required join company latest
  Job Title: Your initial title will be .,job title initial title
 This is a full-time position.,fulltime position
" While you render services to the Company, you will not engage in any other employment, consulting or other business activity (whether full-time or part-time, paid or unpaid) without the prior written permission of the Company.",render service company engage employment consulting business activity whether fulltime parttime paid unpaid without prior written permission company
" In case this condition is contravened, your employment shall be deemed to be automatically terminated without any notice and any benefits (monetary or otherwise) to which you may have been ordinarily entitled to shall be deemed to have been forfeited.",case condition contravened employment shall deemed automatically terminated without notice benefit monetary otherwise may ordinarily entitled shall deemed forfeited
" Further, in case of contravention of this condition, you will be liable to pay liquidated damages equivalent to one year’s gross salary to the Company within  days from the date of knowledge of contravention.",case contravention condition liable pay liquidated damage equivalent one year gross salary company within day date knowledge contravention
  Probation: You will be on probation for a period of three () months from the date of joining which may be extended for a further period of  months at the sole discretion of the Company.,probation probation period three month date joining may extended period month sole discretion company
" During your probation period, your appointment is terminable without notice thereof from the company, without having to assign any reason thereof.",probation period appointment terminable without notice thereof company without assign reason thereof
" However, the salary payable to you during the probation period will be as per Clause  below.",however salary payable probation period per clause
" On successful completion of your probation period, you’ll be deemed as a “confirmed” employee.",successful completion probation period youll deemed confirmed employee
  Salary and Benefits: Your fixed monthly salary will be INR .,salary benefit fixed monthly salary inr
 Over and above the fixed basic salary you shall be eligible for a minimum target performance incentive of % of fixed salary which will be paid on a monthly basis as per the Company’s internal policy.,fixed basic salary shall eligible minimum target performance incentive fixed salary paid monthly basis per company internal policy
 The incentive will be paid on a monthly basis as per the Company’s internal policy and in sole discretion of the Company.,incentive paid monthly basis per company internal policy sole discretion company
 The incentive will be directly proportional to the percentage of target achieved.,incentive directly proportional percentage target achieved
 “Term” is defined in Clause .,term defined clause
  Duties: You will perform duties and services as required in relation to the affairs of the firm as may be assigned to you from time to time.,duty perform duty service required relation affair firm may assigned time time
" During the term of your employment with the firm, you shall:- (a)	Faithfully and diligently perform your duties in compliance with established policies and procedures; (b)	Use your best endeavours to protect and promote the business interest of the firm; (c)	Devote your full time, attention and efforts to serve the Firm; and (d)	Not directly or indirectly engage or be interested in any activity, which competes with the Firm or conflicts with your duties to the Firm.",term employment firm shall faithfully diligently perform duty compliance established policy procedure b use best endeavour protect promote business interest firm c devote full time attention effort serve firm directly indirectly engage interested activity competes firm conflict duty firm
"  Without prejudice to the generality of the foregoing, you shall at all times comply with the firm’s policies and procedures, as may be intimated from time to time.",without prejudice generality foregoing shall time comply firm policy procedure may intimated time time
"  Leave Policy: As an employee of Company, post expiry of probation period, you are eligible for up to  paid leaves in a year.",leave policy employee company post expiry probation period eligible paid leaf year
  Work Days & Time: The Company’s working days are Monday to Saturday and the work timings are from  AM to  PM.,work day time company working day monday saturday work timing pm
" However, the work days and timings may vary and might be subject to the nature of your work.",however work day timing may vary might subject nature work
  Background Check: Your employment with the Company is contingent upon a satisfactory background check.,background check employment company contingent upon satisfactory background check
" If any declaration given by you at the time of your appointment or later is found to be wrong or you are found to have wilfully suppressed information, the appointment itself will be deemed to be void and your service will be liable to termination without notice or compensation in lieu thereof.",declaration given time appointment later found wrong found wilfully suppressed information appointment deemed void service liable termination without notice compensation lieu thereof
" The Company may immediately terminate your service without any compensation or notice thereof, if you’re in material breach of this contract.",company may immediately terminate service without compensation notice thereof youre material breach contract
  Place of work: Your place of employment will be at the Company’s office in .,place work place employment company office
 You may however be required to work (without any further remuneration or benefit and at the entire discretion of the Company) at any place of business which the Company has or may later acquire or establish.,may however required work without remuneration benefit entire discretion company place business company may later acquire establish
" The Company may, after giving you reasonable notice, transfer or send on deputation or assign your services to any place of business of the Company or any of its subsidiaries or affiliates that may be presently operating, or which may subsequently be acquired or established in any part of India or abroad.",company may giving reasonable notice transfer send deputation assign service place business company subsidiary affiliate may presently operating may subsequently acquired established part india abroad
" In such a case, you will, in addition to the terms of this agreement, be governed by the policies of that location.",case addition term agreement governed policy location
 You may be required by the Company to make such tours as may be necessary in the interest of the Company’s business.,may required company make tour may necessary interest company business
 The Company shall reimburse you for all reasonable expenses incurred by you during such tours as per the company’s policies.,company shall reimburse reasonable expense incurred tour per company policy
  Absence without Leave intimation: An employee who is constantly absent from work for more than three () consecutive working days without prior approved leave from the Company or without reasons acceptable to the Company or without informing the Company of the reason prior to such absence shall be deemed to have resigned from the Company.,absence without leave intimation employee constantly absent work three consecutive working day without prior approved leave company without reason acceptable company without informing company reason prior absence shall deemed resigned company
"  Acknowledgements: Employee acknowledges that the covenants set forth in this agreement restricting competition, disclosure, solicitation and interference are reasonable, appropriate, and necessary as to duration, scope and geographical area in view of the nature of the relationship between Employee and the Company and the investment by the company of significant time and resources in Employee’s unique and specialized training, development, and employment services.",acknowledgement employee acknowledges covenant set forth agreement restricting competition disclosure solicitation interference reasonable appropriate necessary duration scope geographical area view nature relationship employee company investment company significant time resource employee unique specialized training development employment service
" Employee warrants and represents that following the cessation of his employment with the Company, he/ she shall be able to engage in other activities for the purpose of earning a livelihood and will not be unreasonably impaired by those restrictions.",employee warrant represents following cessation employment company shall able engage activity purpose earning livelihood unreasonably impaired restriction
"  Employee further acknowledges that, in event of his violation of any of the covenants set forth in this agreement, the Company may, at its sole discretion, take any disciplinary steps as deems necessary and appropriate, including, without limitation, terminating Employee’s employment with the company.",employee acknowledges event violation covenant set forth agreement company may sole discretion take disciplinary step deems necessary appropriate including without limitation terminating employee employment company
"  Employee further acknowledges that the remedy at law for any breach of this Agreement, including monetary damages to which the company may be entitled, will be inadequate because the company will be irreparably harmed by any such breach and that the Company, and its successors and assigns, shall be entitled to injunctive relief.",employee acknowledges remedy law breach agreement including monetary damage company may entitled inadequate company irreparably harmed breach company successor assigns shall entitled injunctive relief
 Such injunctive relief shall not be exclusive but shall be in addition to any other rights or remedies which the Company may have for any such breach.,injunctive relief shall exclusive shall addition right remedy company may breach
"  Proprietary Information: Like all Company employees, you will be required, as a condition of your employment with the Company, to protect the Company’s standard Proprietary Information and Inventions.",proprietary information like company employee required condition employment company protect company standard proprietary information invention
 Any breach of this Clause may cause irreparable harm to the Company or its affiliates and that the Company shall be entitled to seek injunctive or other equitable relief in the case of such breach or threatened breach in addition to any other remedies it may have at law or in equity.,breach clause may cause irreparable harm company affiliate company shall entitled seek injunctive equitable relief case breach threatened breach addition remedy may law equity
"  Confidentiality: For the purposes of this Agreement, ""Confidential Information"" shall mean all oral, written and/or tangible information created or owned by the Company which is confidential, proprietary and/or not generally available to the public, including but not limited to information relating in whole or in part to present and future products, services, business plans and strategies, marketing ideas and concepts, especially with respect of unannounced products and services, present and future plans, financial data, product/service enhancement information, business plans, marketing plans, sales strategies, customer information (including customer's applications, etc.",confidentiality purpose agreement confidential information shall mean oral written andor tangible information created owned company confidential proprietary andor generally available public including limited information relating whole part present future product service business plan strategy marketing idea concept especially respect unannounced product service present future plan financial data productservice enhancement information business plan marketing plan sale strategy customer information including customer application etc
"), market testing information, development plans, specifications, customer requirements, configurations, designs, plans, drawings, apparatus, sketches, software, hardware data, prototypes or other technical and business information.",market testing information development plan specification customer requirement configuration design plan drawing apparatus sketch software hardware data prototype technical business information
"   Employee will not at any time (whether during or after Employee’s employment with the Company) disclose or use for Employee’s own benefit or purposes or the benefit or purposes of any other person, firm, partnership, joint venture, association, corporation or other business organization, entity or enterprise other than the Company and any of its subsidiaries or affiliates, any trade secrets, information, data, or other confidential information relating to customers, development programs, costs, marketing, trading, investment, sales activities, promotion, credit and financial data, financing methods, plans, or the business and affairs of the Company generally, or of any subsidiary or affiliate of the Company, provided that the foregoing shall not apply to information which is not unique to the Company or which is generally known to the industry or the public other than as a result of Employee’s breach of this covenant; provided further that the foregoing shall not apply when Employee is required to divulge, disclose or make accessible such information by a court of competent jurisdiction or an individual duly appointed thereby, by any administrative body or legislative body (including a committee thereof) having supervisory authority over the business of the Company, or by any administrative body or legislative body (including a committee thereof) with jurisdiction to order Employee to divulge, disclose or make accessible such information.",employee time whether employee employment company disclose use employee benefit purpose benefit purpose person firm partnership joint venture association corporation business organization entity enterprise company subsidiary affiliate trade secret information data confidential information relating customer development program cost marketing trading investment sale activity promotion credit financial data financing method plan business affair company generally subsidiary affiliate company provided foregoing shall apply information unique company generally known industry public result employee breach covenant provided foregoing shall apply employee required divulge disclose make accessible information court competent jurisdiction individual duly appointed thereby administrative body legislative body including committee thereof supervisory authority business company administrative body legislative body including committee thereof jurisdiction order employee divulge disclose make accessible information
" Employee agrees that upon termination of Employee’s employment with the Company for any reason, he will return to the Company immediately all memoranda, books, papers, plans, information, letters and all other data and material, and all copies thereof or therefrom, in any way relating to the business of the Company and its affiliates.",employee agrees upon termination employee employment company reason return company immediately memoranda book paper plan information letter data material copy thereof therefrom way relating business company affiliate
" Employee further agrees that he will not retain or use for Employee’s account at any time any trade names, trademark or other proprietary business designation used or owned in connection with the business of the Company or its affiliates.",employee agrees retain use employee account time trade name trademark proprietary business designation used owned connection business company affiliate
"  Non-Compete: Employee expressly covenants and agrees that, during the employment and for  year following termination of Employee’s employment with the Company, he will not directly or indirectly, engage,  own, manage, operate, control or participate in or be connected with, any work/ service/ business which is directly or indirectly, competing with the business of the Company.",noncompete employee expressly covenant agrees employment year following termination employee employment company directly indirectly engage manage operate control participate connected work service business directly indirectly competing business company
"  Non-Solicitation and Non-Interference: For a period of  months following the voluntary or involuntary termination of Employee’s employment with the Company , Employee will not, without the prior written consent of the Company, either directly or indirectly, in any capacity whatsoever, solicit, divert, perform work for, or otherwise attempt to provide services to present, former, or prospective customers of the Company whom the Employee call upon, solicited, worked with, or became acquainted with during his employment at the Company.",nonsolicitation noninterference period month following voluntary involuntary termination employee employment company employee without prior written consent company either directly indirectly capacity whatsoever solicit divert perform work otherwise attempt provide service present former prospective customer company employee call upon solicited worked became acquainted employment company
" Employee further covenants and agrees that, during the non-solicitation period he shall not, without the prior written consent of the Company, directly or indirectly attempt to induce any actual or prospective customer, supplier, vendor or distributor of the Company to terminate, alter or change its relationship with the Company, or otherwise interfere with any relationship between the Company and any of its customers, suppliers, vendors or distributors.",employee covenant agrees nonsolicitation period shall without prior written consent company directly indirectly attempt induce actual prospective customer supplier vendor distributor company terminate alter change relationship company otherwise interfere relationship company customer supplier vendor distributor
"  Third Party Confidential Information: Employee recognizes that the Company may receive proprietary information from the customers, prospective customers, independent vendors, distributors, or other third parties under obligation of confidence.",third party confidential information employee recognizes company may receive proprietary information customer prospective customer independent vendor distributor third party obligation confidence
" Employee agrees to keep such third-party information in confidence, and therefore not to disclose, or make use of, any such third-party information until and unless such information shall become public knowledge through no fault of the Employee.",employee agrees keep thirdparty information confidence therefore disclose make use thirdparty information unless information shall become public knowledge fault employee
  At-Will Employment: Nothing in this Agreement shall be construed as a promise of continuing employment.,atwill employment nothing agreement shall construed promise continuing employment
" Employee and the Company reserve the right to terminate their employment relationship at any time, in accordance with the termination clause in this Agreement.",employee company reserve right terminate employment relationship time accordance termination clause agreement
"  Safety of Company Property: You will be deemed responsible for the safe custody of any tools, equipment, books or any other property of the Company, which may be in your charge.",safety company property deemed responsible safe custody tool equipment book property company may charge
 The Company will have the right to deduct from your dues/salary/remuneration the money value of any damage or loss caused by you to its property or to take legal actions against you.,company right deduct duessalaryremuneration money value damage loss caused property take legal action
"  Termination:  Termination by Company - Subject to probation period, Company shall have the right at any time to voluntarily terminate the employment of the Employee, upon  days written notice, in which event the employee shall be entitled to Salary till the date of termination.",termination termination company subject probation period company shall right time voluntarily terminate employment employee upon day written notice event employee shall entitled salary till date termination
" Termination by Employee- Employee shall have the right at any time to voluntarily terminate his employment, upon  months written notice, in which event Employee shall be entitled to the Salary till the date of termination without any accrued incentives.",termination employee employee shall right time voluntarily terminate employment upon month written notice event employee shall entitled salary till date termination without accrued incentive
 Termination on breach - Company shall have the right to terminate the services of the Employee on the event of breach of any clause present in this contract without any notice.,termination breach company shall right terminate service employee event breach clause present contract without notice
" Termination on account of Misconduct- Company shall have the right to terminate the services of the Employee on the event of breach of duties, wrongful behaviour, in contravention of any law and regulation, performing acts or omission that would under the circumstances amount to objectionable practice or in the event of deficiency in performing the duties assigned to the Employee.",termination account misconduct company shall right terminate service employee event breach duty wrongful behaviour contravention law regulation performing act omission would circumstance amount objectionable practice event deficiency performing duty assigned employee
 Termination on account of Failure of Performance- Company shall also have the right to terminate the services of the employee if Employee fails to perform or refuses to perform the duties in the manner and/ or within the time frames agreed in this behalf or abandons the work or unduly delays the work assigned.,termination account failure performance company shall also right terminate service employee employee fails perform refuse perform duty manner within time frame agreed behalf abandon work unduly delay work assigned
"    Consent for collection & disclosure of personal information: You hereby unconditionally and unequivocally grant your consent and allow the Company to do the following as per provisions of the Information Technology (Reasonable Security Practices and Procedures and Sensitive Personal Data or Information) Rules,  prescribed under the Information Technology Act, : Access all Company technology resources including computers, voice mail, and electronic-mail systems you use at any time in its sole discretion.",consent collection disclosure personal information hereby unconditionally unequivocally grant consent allow company following per provision information technology reasonable security practice procedure sensitive personal data information rule prescribed information technology act access company technology resource including computer voice mail electronicmail system use time sole discretion
" Conduct routine searches or inspect property which may include, but not limited to, your computer files, electronic mail system, USB storage devices where you may store Company property or Company- related information.",conduct routine search inspect property may include limited computer file electronic mail system usb storage device may store company property company related information
  Taxes: All forms of compensation referred to in this letter agreement are subject to reduction to reflect applicable withholding and payroll taxes and other deductions required by law.,tax form compensation referred letter agreement subject reduction reflect applicable withholding payroll tax deduction required law
" You agree that the Company does not have a duty to design its compensation policies in a manner that minimizes your tax liabilities, and you will not make any claim against the Company or its management or its Board of Directors related to tax liabilities arising from your compensation.",agree company duty design compensation policy manner minimizes tax liability make claim company management board director related tax liability arising compensation
"   Interpretation and Amendment: This Agreement any attachment or subsequent addenda, if any, along with other policies of the Company constitute the complete agreement between you and the Company.",interpretation amendment agreement attachment subsequent addendum along policy company constitute complete agreement company
" It contains all of the terms of your employment with the Company and supersedes any prior agreements, representations or understandings (whether written, oral or implied) between you and the Company.",contains term employment company supersedes prior agreement representation understanding whether written oral implied company
" This letter agreement may not be amended or modified, except by an express written agreement signed by both you and a duly authorized officer of the Company.",letter agreement may amended modified except express written agreement signed duly authorized officer company
"   Governing Law & Jurisdiction: The terms of this Agreement and the resolution of any disputes as to the meaning, effect, performance or validity of this Agreement or arising out of, related to, or in any way connected with, this letter agreement, your employment with the Company or any other relationship between you and the Company (“Disputes”) will be governed by the laws of India.",governing law jurisdiction term agreement resolution dispute meaning effect performance validity agreement arising related way connected letter agreement employment company relationship company dispute governed law india
  Arbitration: Any Disputes arising out of this Agreement and any and all claims relating to your employment with the Company will be settled by final and binding arbitration.,arbitration dispute arising agreement claim relating employment company settled final binding arbitration
" The arbitration will take place in Mathura, Uttar Pradesh- .",arbitration take place mathura uttar pradesh
" The arbitration will be conducted in terms of the Arbitration and Conciliation Act,  (as amended up to date).",arbitration conducted term arbitration conciliation act amended date
 You and the Company will share the costs of arbitration equally.,company share cost arbitration equally
" Each party will be responsible for its own attorneys’ fees, and the arbitrator may not award attorneys’ fees unless a statute or contract at issue specifically authorizes such an award.",party responsible attorney fee arbitrator may award attorney fee unless statute contract issue specifically authorizes award
  The parties undertake to mutually appoint a Sole Arbitrator to resolve the disputes.,party undertake mutually appoint sole arbitrator resolve dispute
 Any party may give a notice to the other party for appointment of the arbitrator.,party may give notice party appointment arbitrator
" In case of no response from other party within  days, then the former/aggrieved party shall appoint arbitrator at its sole discretion, as per law.",case response party within day formeraggrieved party shall appoint arbitrator sole discretion per law
"  Severability: If one or more of the provisions in this agreement/ offer letter is declared void by law, and then the remaining provisions will continue in full force and effect.",severability one provision agreement offer letter declared void law remaining provision continue full force effect
"  Indemnification:   You expressly agree to defend, at your own expense, and will absolutely and unconditionally indemnify and hold harmless the Company, its directors, employees from and against any and all claims, demands, damages, losses, injuries, expenses, costs and liability arising during the course of or after the termination/ cessation of your services in the Company from or connected with any of your acts and omissions, while you were in service.",indemnification expressly agree defend expense absolutely unconditionally indemnify hold harmless company director employee claim demand damage loss injury expense cost liability arising course termination cessation service company connected act omission service
"  Security for Compensation: Towards compensation which the employee may be liable to pay to the company in case of breach of any of the clauses of this agreement, the employee is required to furnish three () post-dated cheques, each double the amount of salary payable to him per month as provided below:-  We hope that you will accept our offer to join the Company.",security compensation towards compensation employee may liable pay company case breach clause agreement employee required furnish three postdated cheque double amount salary payable per month provided hope accept offer join company
 You may indicate your agreement with these terms and accept this offer by signing and dating both the enclosed duplicate original of this agreement/ offer letter.,may indicate agreement term accept offer signing dating enclosed duplicate original agreement offer letter
" This offer, if not accepted, will expire at .",offer accepted expire
" As required by law, your employment with the Company is contingent upon your providing legal proof of your identity and authorization to work in India.",required law employment company contingent upon providing legal proof identity authorization work india
 Your employment is also contingent upon you starting work with the Company on or before .,employment also contingent upon starting work company
" COLLABORATION AGREEMENT This Collaboration Agreement (“Agreement”) is executed at Shimla, Himachal Pradesh on this [●] day of [●]  (“Execution Date”).",collaboration agreement collaboration agreement agreement executed shimla himachal pradesh day execution date
"  BY AND BETWEEN  PRASAD HERITAGE PROJECTS PRIVATE LIMITED, a company incorporated under the provisions of the Companies Act, , bearing corporate identification number UUPPTC and having its registered office at  SHAHNAJAF ROAD LUCKNOW UTTAR PRADESH UP  IN, through its authorised signatory Mr.",prasad heritage project private limited company incorporated provision company act bearing corporate identification number uupptc registered office shahnajaf road lucknow uttar pradesh authorised signatory mr
" [●], S/o [●], duly authorised vide board resolution dated [●] (hereinafter referred to as “Developer”, which expression, shall, unless it be repugnant to the subject or context thereof, be deemed to mean and include its successors and permitted assigns);  AND MAGIC RESORTS PRIVATE LIMITED, a company incorporated under the provisions of the Companies Act,  bearing corporate identification number UHPPTC and having its registered office at C/O Magic Landbase Pvt.",duly authorised vide board resolution dated hereinafter referred developer expression shall unless repugnant subject context thereof deemed mean include successor permitted assigns magic resort private limited company incorporated provision company act bearing corporate identification number uhpptc registered office co magic landbase pvt
 Ltd.,ltd
" Vill Diktu  Jheol Kangra HP  IN, through its authorised signatory Mr.",vill diktu jheol kangra hp authorised signatory mr
" [●], S/o [●], duly authorised vide board resolution dated [●] (hereinafter referred to as “MRPL”, which expression, shall, unless it be repugnant to the subject or context thereof, be deemed to mean and include its successors and permitted assigns); MRPL and the Developer are hereinafter collectively referred to as the “Parties” and individually as a “Party”.",duly authorised vide board resolution dated hereinafter referred mrpl expression shall unless repugnant subject context thereof deemed mean include successor permitted assigns mrpl developer hereinafter collectively referred party individually party
" Recitals: MRPL is the true, beneficial and legal owners of land admeasuring [●] Kanal [●] Marla situated at [●] (“Project Land”) more particularly described and demarcated in Schedule  attached to this Agreement;  MRPL has acquired the Project Land vide the execution of sale deeds identified under Part A of Schedule  (“MRPL Sale Deeds”);   MRPL, approached the Department of Town and Country Planning, Himachal Pradesh (“DTCP”) to seek a license for the development of a residential plotted colony on the Project Land in accordance with the provisions of Applicable Laws (defined hereinafter) vide the submission of an application bearing no.",recital mrpl true beneficial legal owner land admeasuring kanal marla situated project land particularly described demarcated schedule attached agreement mrpl acquired project land vide execution sale deed identified part schedule mrpl sale deed mrpl approached department town country planning himachal pradesh dtcp seek license development residential plotted colony project land accordance provision applicable law defined hereinafter vide submission application bearing
 [●] dated [●] before the DTCP.,dated dtcp
 The DTCP after considering the aforesaid application granted a license bearing no.,dtcp considering aforesaid application granted license bearing
" [●] dated [●] (“MRPL License”) to MRPL to develop a residential plotted colony on various parcels of land aggregating to [●], which land includes the Project Land.",dated mrpl license mrpl develop residential plotted colony various parcel land aggregating land includes project land
" The details of the Project Land that forms part of the MRPL License are set forth in Schedule  (“MRPL Licensed Land”) attached hereto;  The Developer is a private limited company incorporated under the laws of the Republic of India and engaged in the business of inter alia the development of townships, construction of residential/commercial premises, hotels, resorts, etc.",detail project land form part mrpl license set forth schedule mrpl licensed land attached hereto developer private limited company incorporated law republic india engaged business inter alia development township construction residentialcommercial premise hotel resort etc
";   MRPL had approached the Developer whereby MRPL represented and warranted to the Developer all necessary Approvals have been obtained by MRPL for development of the Project on the Project Land;  In addition to the representations and warranties under Recital F above, MRPL also represented and warranted the following to the Developer: That the MRPL License was obtained in accordance with and in strict compliance of Applicable Laws and the said license is valid and subsisting and there are no facts or circumstances in existence and no events have occurred which shall render the MRPL License as void or voidable, repudiated, revoked or frustrated, capable of rescission for any reason whatsoever; All dues that were or are payable by MRPL to relevant Governmental Authority (as defined hereinafter) under the MRPL License have been duly paid.",mrpl approached developer whereby mrpl represented warranted developer necessary approval obtained mrpl development project project land addition representation warranty recital f mrpl also represented warranted following developer mrpl license obtained accordance strict compliance applicable law said license valid subsisting fact circumstance existence event occurred shall render mrpl license void voidable repudiated revoked frustrated capable rescission reason whatsoever due payable mrpl relevant governmental authority defined hereinafter mrpl license duly paid
" That the Existing FAR (as defined hereinafter) that is available/ permissible in relation to the Project Land is more particularly set out in Part A of Schedule ;  That as on the date hereof, MRPL has obtained approval under Section  of the HP Tenancy & Land Reforms Act,  and the Project Land is not subservient to agriculture; and  That all bank guarantees that have been issued by MRPL to DTCP so as to secure the MRPL License and the EDC/IDC/IDW are valid and subsisting.",existing far defined hereinafter available permissible relation project land particularly set part schedule date hereof mrpl obtained approval section hp tenancy land reform act project land subservient agriculture bank guarantee issued mrpl dtcp secure mrpl license edcidcidw valid subsisting
"[Note to Draft: Client to please confirm] Based on the representations, warranties, covenants and indemnities of MRPL under this Agreement, the Developer has agreed to the unconditional and irrevocable grant/assignment of the Development Rights so as to develop the Project  on the Project Land, in accordance with the terms and conditions of this Agreement.",note draft client please confirm based representation warranty covenant indemnity mrpl agreement developer agreed unconditional irrevocable grantassignment development right develop project project land accordance term condition agreement
" Now Therefore, in consideration of the mutual covenants, terms and conditions and understandings set forth in this Agreement and other good and valuable consideration (the adequacy of which are hereby mutually acknowledged), the Parties with the intent to be legally bound hereby agree as follows:  Definitions “Additional FAR” shall have the meaning as ascribed to it in Clause .",therefore consideration mutual covenant term condition understanding set forth agreement good valuable consideration adequacy hereby mutually acknowledged party intent legally bound hereby agree follows definition additional far shall meaning ascribed clause
" of this Agreement; “Affiliate” shall, with respect to any Person, mean any other Person, who directly or indirectly, through one or more intermediaries, Controls, is Controlled by or is under common Control of such Person.",agreement affiliate shall respect person mean person directly indirectly one intermediary control controlled common control person
